86,HOUSE WATER TANK,2109618.69,609245.177,560.279
87,BUILDING,2109401.123,608783.565,560.213
88,ELECTRIC POLE,2109654.231,609028.813,563.506
89,ELECTRIC POLE,2109650.987,609182.385,559.487
90,HOUSE ,2109149.129,609366.912,566.998
91,COCONUT TREE,2109297.562,609423.763,574.092
92,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109596.318,609301.316,554.688
93,LIGHT POST,2109409.722,609420.365,559.34
94,HOUSE ROD,2109616.124,609274.33,556.118
95,GR.OF TREES,2109633.491,608949.674,578.756
96,TREE,2109655.231,609205.568,567.238
97,COCONUT TREE,2109618.093,609282.592,564.213
98,ELECTRIC POLE,2109669.738,609156.839,559.133
99,INDIAN OIL STATION  WIND SOCK,2109390.081,609435.345,554.48
100,INDIAN OIL STATION ANTENNA,2109420.764,609429.33,559.455
101,ELECTRIC POLE,2109679.417,609112.307,563.82
102,HOUSE ,2109647.682,609248.702,558.732
103,HOUSE ,2109684.115,609118.117,562.331
104,STACHU,2109685.559,609088.976,563.873
105,HOUSE WATER TANK,2109625.516,609298.742,556.704
106,HOUSE ,2109104.181,609366.537,566.296
107,SECURITY WATCH TOWER,2108989.603,609178.091,560.17
108,HOUSE ,2109635.582,609286.002,558.91
109,LIGHT POLE,2109331.702,608732.28,564.207
110,HOUSE ,2109216.428,609442.495,562.044
111,ELECTRIC POLE,2109695.822,609032.866,563.757
112,ELECTRIC POLE,2109669.823,609250.59,559.281
113,HOUSE ROD TOP,2109353.819,609466.26,560.729
114,COCONUT TREE,2109304.029,609465.503,567.066
115,BUILDING,2109696.232,609180.613,558.48
116,CAR PARKING,2109433.165,609455.831,558.587
117,LIGHT POST,2109704.529,609049.853,562.083
118,HOUSE MUMTI TOP,2109655.367,609288.792,559.826
119,HOUSE ,2109638.085,609316.775,558.106
120,ELECTRIC POLE,2108966.634,609172.226,563.503
121,COCONUT TREE,2109640.405,609323.556,569.094
122,COCONUT TREE,2109703.874,609191.596,570.048
123,FOREST OFFICE WATER TANK,2109687.068,608943.068,559.62
124,ELECTRIC POLE,2109718.394,609059.999,561.586
125,BUILDING ANTENNA,2109380.975,609482.832,557.168
126,HOUSE  WATER TANK,2109343.846,609485.601,558.498
127,HOUSE  WITH WATER TANK,2109406.402,608715.01,568.648
128,HOUSE ROD,2109717.632,609176.289,560.729
129,HOUSE WATER TANK,2108964.913,609224.965,566.077
130,TEMPLE,2108957.215,609201.997,562.79
131,HOUSE  WATER TANK,2109300.662,609488.538,563.05
132,HOUSE ,2109393.064,609491.427,556.467
133,GR.OF TREES,2109689.897,608911.023,581.962
134,METROLOGICAL BUILDING ANTENNA,2109738.095,609066.997,562.098
135,TREE,2109304.219,608693.654,566.943
136,HOUSE ,2109698.136,609277.272,560.512
137,DRDO BUILDING WATER TANK,2109306.446,608688.527,563.023
138,ELECTRIC POLE,2109737.887,609018.947,562.071
139,COCONUT TREE,2109256.181,609500.353,568.725
140,ELECTRIC POLE,2109723.488,609235.772,560.874
141,TEMPLE,2109397.107,609506.242,560.798
142,BARACK TOP,2109443.363,609497.361,555.684
143,SECURITY WATCH TOWER,2109447.593,609501.366,556.957
144,ELECTRIC POLE,2109752,609144.166,562.407
145,HOUSE  WATER TANK,2109312.487,609517.329,563.189
146,TEMPLE,2109420.58,609515.088,563.447
147,HOUSE WATER TANK,2108938.109,609269.703,565.153
148,ELECTRIC POLE,2109754.743,609208.013,560.704
149,DRDO BUILDING LT,2109292.682,608664.832,567.457
150,TREE,2108941.68,609286.849,582.821
151,HOUSE ,2109355.322,609534.04,560.963
152,BUILDING,2109442.22,609525.336,555.788
153,HOUSE ,2109475.231,609515.933,555.526
154,ELECTRIC POLE,2109772.642,609164.271,562.48
155,LIGHT POST,2109666.355,609393.312,555.772
156,BUILDING,2109383.263,608653.095,568.7
157,ELECTRIC POLE,2109752.737,608938.515,564.679
158,TREE,2109706.739,609349.526,571.335
159,COCONUT TREE,2109747.794,609283.683,568.603
160,HOUSE  WATER TANK,2109187.938,609526.472,563.203
161,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109092.455,608713.25,561.764
162,TREE,2109439.44,609540.193,567.163
163,COCONUT TREE,2109673.319,609401.857,567.457
164,TREE,2109274.041,608641.222,567.557
165,TREE,2109484.75,609533.186,567.548
166,ELECTRIC POLE,2109511.337,609529.555,558.85
167,ELECTRIC POLE,2109331.9,608629.6,566.41
168,HOUSE ,2109801.353,609145.16,564.181
169,BUILDING ROD TOP,2109275.222,608629.132,566.968
170,LIGHT POST,2109086.577,608685.389,559.359
171,DRDO BUILDING ROD,2109265.959,608621.024,563.124
172,HOUSE WATER TANK,2109750.419,608845.633,569.334
173,BUILDING MOBILE TOWER LT,2109799.008,608945.485,574.907
174,TREE,2109316.67,608608.68,575.756
175,HOUSE ROD,2109523.96,609549.563,555.559
176,HOUSE  WATER TANK,2109459.433,609572.006,558.872
177,DRDO BUILDING ROD,2109258.382,608606.853,563.114
178,HOUSE ROD,2109519.799,609557.916,557.288
179,LIGHT POST,2109546.141,609549.704,551.684
180,ELECTRIC POLE,2109535.588,609555.7,557.31
181,ELECTRIC POLE,2109503.02,609575.155,558.756
182,TREE,2109244.67,608598.372,565.826
183,MOBILE TOWER,2109391.047,608592.397,578.005
184,ELECTRIC POLE,2109805.29,609295.894,562.186
185,LIGHT POLE,2109263.953,608589.574,565.695
186,MOBILE TOWER LT,2109317.696,609610.396,581.785
187,BUILDING MOBILE TOWER LT,2109384.851,608584.688,580.409
188,ELECTRIC POLE,2109767.867,609379.104,562.132
189,HOUSE WATER TANK,2109539.668,609572.937,555.83
190,MOBILE TOWER LT,2109330.504,609617.907,581.504
191,HOUSE ,2108819.619,609211.806,563.886
192,HOUSE LT,2109541.234,609586.68,558.395
193,ELECTRIC POLE,2109834.702,609282.531,562.48
194, BSNL MOBILE TOWER LT,2109863.365,609015.034,580.215
195,ELECTRIC POLE,2109551.891,609589.351,556.876
196,DRDO BUILDING,2109242.97,608566.422,568.406
197,ELECTRIC POLE,2109806.777,608832.503,564.947
198,COCONUT TREE,2109381.234,608558.156,579.618
199,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109700.676,609496.856,553.311
200,GR. OF TREES,2109536.993,609606.843,571.096
201,TREE,2109555.046,609599.709,561.542
202,ELECTRIC POLE,2108791.173,609179,564.947
203,MOBILE TOWER LT,2109527.665,608577.804,598.366
204,BUILDING TOWER LT,2109888.793,609055.98,566.598
205,LIGHT POST,2109721.544,609496.569,555.388
206,U/C BUILDING,2109747.498,609475.04,560.37
207,ELECTRIC POLE,2109564.244,609610.01,557.779
208,BUILDING TOP,2109275.759,608536.065,566.143
209,ELECTRIC POLE,2108781.289,608985.182,567.225
210,DRDO SPORT BUILDING,2109230.057,608539.278,567.428
211,ELECTRIC POLE,2109264.803,608530.434,567.857
212,HOUSE ROD,2109559.722,609622.758,556.46
213,LIGHT POST,2109581.869,609616.684,551.152
214,HOUSE ,2109903.635,608990.338,566.933
215,MOBILE TOWER LT,2109335.508,609676.168,585.071
216,ELECTRIC POLE,2108765.178,608985.29,564.931
217,U/C BUILDING,2108754.745,609069.404,571.022
218,HOUSE ,2109781.734,609469.889,560.54
219,BUILDING WATER TANK,2109313.386,608514.138,568.977
220,OHWT,2109161.502,609656.232,579.147
221,LIGHT POLE,2109208.664,608525.413,563.826
222,HOUSE  WATER TANK,2109826.18,608773.879,571.424
223,U/C BUILDING,2108748.687,609011.738,571.825
224,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109583.599,609636.227,553.515
225,MOBILE TOWER LT,2109427.53,609690.87,572.06
226,PLAM TREE,2109259.371,608496.232,578.925
227,SECURITY WATCH TOWER,2109195.067,608503.756,565.294
228,BUILDING,2109260.553,608486.807,567.327
229,BARACK WITH WATER TANK TOP,2109203.088,608496.42,564.039
230,U/C BUILDING,2108708.408,609095.907,572.494
231,BUILDING,2109242.495,608467.322,569.245
232,HOUSE ,2109890.136,609411.694,558.494
233,ELECTRIC POLE,2108760.116,608812.995,567.436
234,HOUSE ,2109934.869,609350.795,565.107
235,HOUSE ,2109965.596,609261.52,562.092
236,TREE,2109772.629,609580.396,569.602
237,HOUSE  WATER TANK,2109927.334,609405.799,565.53
238,MOBILE TOWER LT,2108683.002,609248.837,586.732
239,ELECTRIC POLE,2109186.193,608443.964,567.915
240,TREE,2109605.392,609712.158,567.683
241,BUILDING,2109216.422,608434.826,569.563
242,U/C BUILDING ROD,2109854.141,609527.892,559.565
243,U/C BUILDING,2108650.99,609022.898,572.14
244,HOUSE RALING TOP,2109861.053,609544.594,560.898
245,BUILDING TOWER,2109940.8,609429.441,571.035
246,LIGHT POST,2109638.64,609723.094,550.261
247,TREE,2109887.27,609520.271,571.017
248,ELECTRIC POLE,2108732.96,608745.672,570.344
249,MOBILE TOWER LT,2109503.099,608413.152,585.253
250,TREE,2109176.314,608406.334,576.455
251,BUILDING LT,2109171.565,608406.553,570.692
252,COCONUT TREE,2109813.581,609622.448,563.825
253,BUILDING TOP,2109186.989,608399.562,569.491
254,MOBILE TOWER LT,2110030.237,608916.92,594.093
255,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109789.166,609664.686,551.731
256,ELECTRIC POLE,2109145.362,608392.517,567.519
257,BUILDING LT,2109156.899,608387.885,568.55
258,LIGHT POST,2108966.865,608460.514,562.369
259,HOUSE  WATER TANK,2110027.212,609354.199,559.362
260,ELECTRIC POLE,2109145.384,608379.542,569.515
261,BUILDING LT,2109824.994,609658.973,559.968
262,BUILDING LT,2109149.218,608375.224,568.992
263,BUILDING ANTENNA,2109977.307,609476.284,564.255
264,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109658.92,609778.855,553.882
265,TREE,2109944.937,609546.936,571.776
266,BUILDING,2110062.203,608882.759,571.985
267,AIRPORT BOUNDAY WALL WITH FENCING TOP,2108948.195,608442.542,565.09
268,BUILDING WATER TANK,2109703.62,608426.927,569.884
269,ELECTRIC POLE,2109996.025,609488.871,560.189
270,HOUSE ,2109857.76,609675.787,553.651
271,TREE,2109838.197,609698.742,557.117
272,BUILDING TOWER LT,2109305.024,608311.959,590.098
273,ELECTRIC POLE,2109669.313,609808.647,556.136
274,HOUSE ,2109837.168,609704.538,552.519
275,BUILDING TOP,2109171.896,608325.023,571.89
276,HOUSE ROD,2109945.364,609599.377,559.777
277,HOUSE ,2110010.285,609516.519,556.174
278,HOUSE ,2109913.321,609648.47,558.458
279,HOUSE ,2109993.718,609551.731,558.841
280,ELECTRIC POLE,2110016.914,609520.929,559.905
281,COCONUT TREE,2109973.729,609583.924,569.433
282,HOUSE ,2109967.187,609594.59,557.779
283,HOUSE  WATER TANK,2110095.172,609360.734,560.532
284,ELECTRIC POLE,2109681.835,609830.411,555.874
285,BUILDING ROD TOP,2109089.161,608310.959,566.46
286,HOUSE ANTENNA TOP,2109888.993,609708.635,556.652
287,COCONUT TREE,2110028.889,609544.715,570.088
288,KENDERIYA VIDYALAYA LT,2110063.536,609485.856,563.402
289,GR. OF TREES,2109638.35,609868.02,568.669
290,ELECTRIC POLE,2109088.458,608304.738,571.08
291,TREE,2109685.597,609854.363,565.825
292,BUILDING  WATER TANK,2110174.25,609060.831,564.99
293,KENDERIYA VIDYALAYA ROD TOP,2110054.31,609533.534,562.848
294,BUILDING,2109550.189,608276.619,576.017
295,SECURITY WATCH TOWER,2108866.833,608388.241,568.469
296,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109070.923,608285.687,565.802
297,GR. OF TREES,2109115.873,608272.199,586.496
298,HOUSE ,2109867.221,609766.592,552.579
299,BARACK WITH WATER TANK TOP,2108866.734,608379.121,567.853
300,LIGHT POST,2109715.382,609867.476,549.282
301,COCONUT TREE,2110003.256,609640.732,565.47
302,LIGHT POST,2109062.831,608277.513,565.834
303,ELECTRIC POLE,2110049.875,609584.592,560.073
304,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109711.637,609878.195,551.953
305,TREE,2109891.076,609777.404,561.895
306,MOBILE TOWER,2109463.232,608226.507,586.267
307,HOUSE ,2110053.989,609610.521,558.084
308,HOUSE WATER TANK,2109890.572,609791.032,552.412
309,GR. OF TREES,2109637.509,609935.247,573.828
310,ELECTRIC POLE,2108747.794,608419.162,573.05
311,LIGHT POST,2109893.293,609801.691,555.511
312,TREE,2109920.195,609779.936,576.96
313,ELECTRIC POLE,2108754.054,608409.236,572.457
314,FCI STORE ROOM LT,2109050.129,608232.094,573.511
315,HOUSE ,2110018.662,609701.886,558.512
316,FCI BUILDING WITH WATER TANK,2109038.105,608226.232,568.792
317,LIGHT POST,2109709.815,609953.473,550.386
318,LIGHT POST,2109912.689,609843.329,554.692
319,MOBILE TOWER LT,2110248.541,608852.959,599.127
320,GROUND LEVEL,2108873.88,608269.053,564
321,FCI STORE ROOM  LT,2109029.073,608199.828,575.005
322,ELECTRIC POLE,2110062.745,609708.612,559.979
323,ELECTRIC POLE,2109599.576,610012.331,556.71
324,TREE,2109707.496,609982.635,565.719
325,BUILDING LT,2109925.668,609856.075,559.764
326,GR. OF TREES,2110027.107,609769.28,565.821
327,ABANDONED HUT,2109006.962,608188.398,568.255
328,HOUSE ,2110113.495,609674.133,561.375
329,BUILDING LT,2109949.286,609853.637,559.304
330,ELECTRIC POLE,2109661.394,610017.224,556.51
331,ASHRAM,2109521.347,608137.181,580.824
332,OHWT,2109331.66,608115.377,585.302
333,BUILDING,2109943.893,609870.079,556.471
334,FCI STORE ROOM LT,2109023.856,608160.238,575.746
335,BUILDING MOBILE TOWER LT,2109277.305,608104.849,592.433
336,POLE,2109918.867,609906.673,554.959
337,ELECTRIC POLE,2108753.978,608280.958,576.449
338,ELECTRIC POLE,2109726.275,610022.26,556.943
339,POLE,2109924.638,609917.589,555.034
340,ELECTRIC POLE,2108758.824,608266.476,575.132
341,BUILDING MOBILE TOWER LT,2109290.714,608086.205,589.145
342,CRASH GATE,2109738.651,610029.619,550.281
343,BARACK TOP,2108973.748,608142.432,569.497
344,BUILDING LT,2109966.103,609902.377,559.131
345,BARACK TOP,2109747.932,610034.554,551.723
346,TREE,2109988.661,609893.527,565.4
347,HOUSE ,2110174.531,609694.664,564.138
348,FCI STORE ROOM LT,2108995.542,608121.633,576.199
349,HOUSE ,2110100.61,609791.968,555.462
350,SECURITY WATCH TOWER,2109757.635,610043.898,553.804
351,BUILDING ANTENNA,2110357.771,608918.881,579.076
352,TEMPLE,2108296.789,609166.993,572.894
353,FCI BUILDING WITH WATER TANK,2108987.276,608115.596,570.915
354,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109758.312,610050.513,550.117
355,ELECTRIC POLE,2109744.455,610056.593,556.408
356,BUILDING  WATER TANK,2110375.306,609222.419,563.862
357,TREE,2108743.372,608232.161,577.927
358,BUILDING LT,2109977.885,609925.488,559.12
359,PERIMETER ROAD,2109883.069,609994.042,546.632
360,ELECTRIC POLE,2109665.968,610097.39,556.728
361,AIRPORT BOUNDAY WALL WITH FENCING TOP,2109882.749,609999.345,550.175
362,ELECTRIC POLE,2109705.252,610085.647,557.185
363,ELECTRIC POLE,2109501.48,610146.744,555.943
364,BOUNDAY WALL WITH FENCING TOP,2109760.006,610073.889,549.842
365,BUILDING  WATER TANK,2110402.533,609234.361,571.727
366,MOBILE TOWER LT,2110276.767,608573.653,593.178
367,GROUND LEVEL,2108859.427,608129.036,563.985
368,PERIMETER ROAD,2108915.071,608102.776,567.045
369,AIRPORT BOUNDAY WALL WITH FENCING TOP,2108748.118,608182.327,570.394
370,ELECTRIC POLE,2109715.69,610118.767,558.381
371,TREE,2109995.199,609965.376,563.332
372,TEMPLE FLAG,2110008.344,609955.399,555.053
373,ELECTRIC POLE,2108720.344,608184.181,578.301
374,LIGHT POLE,2108996.501,608049.79,572.179
375,BOUNDAY WALL WITH FENCING TOP,2109901.137,610042.459,549.451
376,BUILDING,2110425.56,608929.678,579.864
377,ELECTRIC POLE,2108726.622,608175.682,576.07
378,TREE,2109743.119,610130.208,565.044
379,ELECTRIC POLE,2110034.563,609960.127,558.659
380,LIGHT POST,2108742.231,608157.272,570.29
381,ELECTRIC POLE,2109803.379,610107.867,556.249
382,MOBILE ROAD TRAFFIC  (RD ELEV 547.5M + TFC HT 5M)        ,2109918.845,610047.876,547.488
383,TREE,2109787.976,610119.439,566.002
384,ELECTRIC POLE,2110057.638,609950.638,559.069
385,LIGHT POLE,2108954.249,608044.155,572.619
386,U/C BUILDING,2110320.545,609630.957,561.995
387,TREE,2108973.21,608033.881,581.142
388,BUILDING TOP,2108961.802,608036.053,569.776
389,MOBILE TOWER LT,2110325.122,608556.364,592.514
390,ANAND DHABA,2109823.6,610120.286,550.419
391,BUILDING,2110428.705,609400.532,573.347
392,PINE TREE,2108992.53,608005.751,587.82
393,ROAD SIGNAGE,2109960.55,610061.534,550.306
394,ANAND DHABA,2109843.25,610130.426,550.109
395,HOUSE ,2109823.105,610146.657,551.48
396,TREE,2110115.63,609952.538,571.996
397,TREE,2108680.987,608132.454,577.224
398,ELECTRIC POLE,2110060.975,610009.183,558.154
399,GROUND LEVEL,2108856.628,608024.11,568.723
400,LIGHT POST,2110053.402,610028.788,558.986
401,BUILDING ARRESTER,2110442.083,609496.991,573.53
402,BUILDING AKASHWANI,2108974.277,607976.656,574.922
403,ELECTRIC POLE,2110027.117,610051.624,557.271
404,GROUND LEVEL,2108816.437,608037.069,568.101
405,TREE,2110008.034,610067.658,562.175
406,BUILDING ROD,2108880.697,608006.721,572.721
407,ELECTRIC POLE,2108676.616,608116.235,577.082
408,TREE,2108962.559,607974.425,585.415
409,TEMPLE LT,2110008.373,610075.463,557.743
410,ELECTRIC POLE,2109832.364,610177.253,555.305
411,ELECTRIC POLE,2109790.34,610196.201,555.137
412,BUILDING WITH ANTENNA,2108930.451,607975.937,573.017
413,ELECTRIC POLE,2109927.507,610134.07,550.798
414,BUILDING,2109572.548,607918.19,576.4
415,LIGHT POST,2110110.531,610016.508,558.972
416,ELECTRIC POLE,2110024.472,610090.001,555.478
417,LIGHT POST,2108854.609,607987.578,570.828
418,GROUND LEVEL,2109925.164,610157.233,544.893
419,HOUSE ,2110025.692,610096.844,549.524
420,U/C BUILDING,2110292.323,609850.571,561.419
421,ELECTRIC POLE,2108667.181,608077.84,575.253
422,BUILDING AKASHWANI,2108989.626,607928.195,576.083
423,TREE,2109782.797,610231.355,563.518
424,AIRPORT BOUNDAY WALL WITH FENCING TOP,2108856.021,607970.582,572.016
425,BUILDING,2109082.644,607895.1,581.721
426,POLE,2108937.553,607929.961,572.488
427,TEMPLE FLAG TOP,2108929.4,607925.928,574.976
428,OHWT,2110495.913,609544.743,575.993
429,U/C BUILDING,2110287.771,609902.689,561.29
430,TREE,2109856.153,610240.32,559.158
431,LIGHT POST,2110219.927,609991.962,558.876
432,GROUND LEVEL,2108725.331,607992.45,566.636
433,BUILDING WITH ANTENNA,2108866.98,607919.665,576.669
434,ELECTRIC POLE,2108972.301,607882.833,584.682
435,BUILDING,2108914.34,607901.496,575.293
436,OHWT,2110362.616,609849.969,564.772
437,ELECTRIC POLE,2108976.659,607866.706,577.09
438,BUILDING TOP,2108995.752,607859.997,574.834
439,CRASH GATE,2108828.727,607912.368,570.413
440,ELECTRIC POLE,2108932.406,607868.387,577.521
441,BUILDING WITH ANTENNA,2108861.912,607883.09,576.906
442,HOUSE ,2109855.8,610292.981,548.222
443,TREE,2108838.181,607879.726,580.573
444,PINE TREE,2108894.855,607856.61,585.301
445,CHIMNEY,2109230.032,607780.1,592.427
446,DSC BUILDING,2108828.604,607859.104,570.968
447,TREE,2109972.232,610286.278,555.473
448,ELECTRIC POLE,2108586.47,607966.847,573.5
449,LIGHT POST,2108788.074,607853.825,568.148
450,ELECTRIC POLE,2108595.401,607957.292,572.891
451,MANGO TREE,2108824.784,607826.811,579.216
452,BUILDING  WATER TANK,2110064.446,607937.969,568.312
453,DSC BUILDING WITH WATER TANK,2108799.529,607835.139,570.34
454,SECURITY WATCH TOWER,2108607.509,607933.318,569.333
455,TREE,2109894.165,610353.573,558.136
456,BARACK WITH WATER TANK TOP,2108604.918,607924.788,568.373
457,DSC BUILDING WITH WATER TANK,2108846.951,607800.1,572.745
458,ELECTRIC POLE,2108988.567,607752.548,577.681
459,ELECTRIC POLE,2108964.46,607745.564,577.385
460,GR. OF TREES,2108895.954,607764.834,579.45
461,BUILDING WATER TANK,2109061.623,607719.579,582.76
462,PERIMETER ROAD,2108741.868,607816.982,564.157
463,AIRPORT BOUNDAY WALL WITH FENCING TOP,2108725.404,607821.686,566.303
464,TREE,2108690.839,607834.926,572.719
465,MOBILE ROAD TRAFFIC  (RD ELEV 562.6M + TFC HT 5M)        ,2108713.592,607822.549,562.632
466,SECURITY WATCH TOWER,2108768.312,607796.541,570.359
467,DSC WATCH TOWER,2108779.393,607789.246,574.617
468,OHWT,2110546.575,608354.346,574.62
469,ELECTRIC POLE,2108601.962,607877.759,571.916
470,MOBILE TOWER,2109204.008,607679.616,596.196
471,MOBILE TOWER LT,2110407.745,608160.315,582.11
472,BAMBOO TREE,2108550.967,607904.944,582.14
473,MOBILE TOWER LT,2110733.244,609383.057,577.445
474,ELECTRIC POLE,2108616.601,607860.648,570.811
475,MOBILE TOWER LT,2110414.52,608158.476,585.797
476,TREE,2108603.227,607864.959,576.02
477,ELECTRIC POLE,2108678.865,607822.785,572.445
478,TREE,2108752.403,607782.971,576.518
479,ELECTRIC POLE,2108669.311,607822.905,572.167
480,BUILDING,2109015.105,607691.686,582.908
481,ELECTRIC POLE,2108801.062,607751.922,576.631
482,ELECTRIC POLE,2108815.025,607745.663,576.549
483,ELECTRIC POLE,2108922.396,607708.155,577.159
484,GOVT. SCHOOL BUILDING,2108710.853,607788.48,566.527
485,HOUSE ,2108575.049,607844.508,566.398
486,BUILDING WATER TANK,2108945.713,607675.221,581.397
487,BUILDING TOP,2108672.343,607774.713,569.12
488,HOUSE WATER TANK TOP,2108494.531,607873.713,566.32
489,MOBILE TOWER LT,2109246.936,607608.918,599
490,MOBILE TOWER LT,2109212.658,607606.492,599.764
491,BUILDING WATER TANK,2109110.816,607613.673,585.564
492,GOVT. SCHOOL BUILDING ,2108694.432,607737.059,572.94
493,BUILDING WATER TANK,2109143.923,607600.578,585.783
494,ELECTRIC POLE,2108889.528,607650.257,577.615
495,OHWT,2108848.932,607661.092,579.243
496,HOUSE WATER TANK TOP,2108562.848,607777.841,571.399
497,ELECTRIC POLE,2108850.018,607640.985,577.216
498,OHWT,2109059.322,607581.542,597.837
499,BUILDING WATER TANK,2108407.503,607858.226,568.178
500,PINE TREE,2108762.491,607655.202,591.098
501,ELECTRIC POLE,2108722.902,607671.5,575.942
502,ELECTRIC POLE,2108849.86,607615.035,577.348
503,OHWT,2108994.137,607572.704,600.921
504,ELECTRIC POLE,2108543.311,607745.199,571.798
505,TREE,2108521.484,607739.842,580.239
506,BUILDING WATER TANK,2109082.722,607522.839,587.377
507,HP PUMP HOARDING SIGN BOARD,2110752.271,609828.474,565.981
508,BUILDING MOBILE TOWER LT,2108830.002,607576.415,591.935
